bulan,kabupaten/kota,kebutuhan,ketersediaan,kode_kabupaten_atau_kota,kode_komoditas,komoditas,minggu,neraca,Nama Kabupaten Kota,nama_kabupaten_kota,bulan/month,tahun
3,KABUPATEN INDRAMAYU,1477,1807,3212,3005,minyak_goreng,4,330,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
3,SUBANG,1177,1317,3213,3005,minyak_goreng,4,140,SUBANG,SUBANG,,2024
3,KABUPATEN PURWAKARTA,740,885,3214,3005,minyak_goreng,4,145,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
3,KARAWANG,1802,1251,3215,3005,minyak_goreng,4,-552,KARAWANG,KARAWANG,,2024
3,BEKASI,2524,2583,3216,3005,minyak_goreng,4,59,BEKASI,BEKASI,,2024
3,BANDUNG BARAT,1450,-916,3217,3005,minyak_goreng,4,-2366,BANDUNG BARAT,BANDUNG BARAT,,2024
3,PANGANDARAN,336,329,3218,3005,minyak_goreng,4,-7,PANGANDARAN,PANGANDARAN,,2024
3,KOTA BOGOR,935,2033,3271,3005,minyak_goreng,4,1098,KOTA BOGOR,KOTA BOGOR,,2024
3,KOTA SUKABUMI,257,223,3272,3005,minyak_goreng,4,-34,KOTA SUKABUMI,KOTA SUKABUMI,,2024
3,KOTA BANDUNG,4551,17371,3273,3005,minyak_goreng,4,12819,KOTA BANDUNG,KOTA BANDUNG,,2024
3,KOTA CIREBON,563,490,3274,3005,minyak_goreng,4,-73,KOTA CIREBON,KOTA CIREBON,,2024
3,KOTA BEKASI,2048,-15211,3275,3005,minyak_goreng,4,-17259,KOTA BEKASI,KOTA BEKASI,,2024
3,KOTA DEPOK,1531,48898,3276,3005,minyak_goreng,4,47367,KOTA DEPOK,KOTA DEPOK,,2024
3,KOTA CIMAHI,483,-335,3277,3005,minyak_goreng,4,-817,KOTA CIMAHI,KOTA CIMAHI,,2024
3,KOTA TASIKMALAYA,578,661,3278,3005,minyak_goreng,4,83,KOTA TASIKMALAYA,KOTA TASIKMALAYA,,2024
3,KOTA BANJAR,162,3,3279,3005,minyak_goreng,4,-159,KOTA BANJAR,KOTA BANJAR,,2024
5,BOGOR,61166,64386,3201,3010,beras,3,3220,BOGOR,BOGOR,,2024
5,SUKABUMI,30534,68975,3202,3010,beras,3,38441,SUKABUMI,SUKABUMI,,2024
5,CIANJUR,18016,550064,3203,3010,beras,3,532049,CIANJUR,CIANJUR,,2024
5,BANDUNG,40399,531461,3204,3010,beras,3,491062,BANDUNG,BANDUNG,,2024
5,GARUT,18793,152841,3205,3010,beras,3,134048,GARUT,GARUT,,2024
5,TASIKMALAYA,20707,26880,3206,3010,beras,3,6173,TASIKMALAYA,TASIKMALAYA,,2024
5,CIAMIS,8710,3130,3207,3010,beras,3,-5581,CIAMIS,CIAMIS,,2024
5,KUNINGAN,13067,54807,3208,3010,beras,3,41740,KUNINGAN,KUNINGAN,,2024
5,CIREBON,25705,-50013,3209,3010,beras,3,-75718,CIREBON,CIREBON,,2024
5,MAJALENGKA,9356,153407,3210,3010,beras,3,144051,MAJALENGKA,MAJALENGKA,,2024
5,SUMEDANG,12779,86357,3211,3010,beras,3,73578,SUMEDANG,SUMEDANG,,2024
5,KABUPATEN INDRAMAYU,20603,338291,3212,3010,beras,3,317688,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
5,SUBANG,17813,127315,3213,3010,beras,3,109502,SUBANG,SUBANG,,2024
5,KABUPATEN PURWAKARTA,11291,797,3214,3010,beras,3,-10494,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
5,KARAWANG,27496,230970,3215,3010,beras,3,203474,KARAWANG,KARAWANG,,2024
5,BEKASI,35241,90000,3216,3010,beras,3,54759,BEKASI,BEKASI,,2024
5,BANDUNG BARAT,20253,-17465,3217,3010,beras,3,-37718,BANDUNG BARAT,BANDUNG BARAT,,2024
5,PANGANDARAN,4673,56931,3218,3010,beras,3,52258,PANGANDARAN,PANGANDARAN,,2024
5,KOTA BOGOR,11608,22663,3271,3010,beras,3,11055,KOTA BOGOR,KOTA BOGOR,,2024
5,KOTA SUKABUMI,3947,8196,3272,3010,beras,3,4249,KOTA SUKABUMI,KOTA SUKABUMI,,2024
5,KOTA BANDUNG,27214,11089,3273,3010,beras,3,-16125,KOTA BANDUNG,KOTA BANDUNG,,2024
5,KOTA CIREBON,2385,46802,3274,3010,beras,3,44417,KOTA CIREBON,KOTA CIREBON,,2024
5,KOTA BEKASI,18289,-81202,3275,3010,beras,3,-99491,KOTA BEKASI,KOTA BEKASI,,2024
5,KOTA DEPOK,14966,20869,3276,3010,beras,3,5903,KOTA DEPOK,KOTA DEPOK,,2024
5,KOTA CIMAHI,4241,14450,3277,3010,beras,3,10208,KOTA CIMAHI,KOTA CIMAHI,,2024
5,KOTA TASIKMALAYA,8081,14669,3278,3010,beras,3,6588,KOTA TASIKMALAYA,KOTA TASIKMALAYA,,2024
5,KOTA BANJAR,1451,10337,3279,3010,beras,3,8886,KOTA BANJAR,KOTA BANJAR,,2024
5,BOGOR,116,-60,3201,3008,jagung,3,-176,BOGOR,BOGOR,,2024
5,SUKABUMI,1027,33913,3202,3008,jagung,3,32886,SUKABUMI,SUKABUMI,,2024
5,CIANJUR,36,32765,3203,3008,jagung,3,32729,CIANJUR,CIANJUR,,2024
5,BANDUNG,137,338,3204,3008,jagung,3,201,BANDUNG,BANDUNG,,2024
5,GARUT,25,190881,3205,3008,jagung,3,190856,GARUT,GARUT,,2024
5,TASIKMALAYA,145,921,3206,3008,jagung,3,776,TASIKMALAYA,TASIKMALAYA,,2024
5,CIAMIS,12,13641,3207,3008,jagung,3,13630,CIAMIS,CIAMIS,,2024
5,KUNINGAN,39,4220,3208,3008,jagung,3,4180,KUNINGAN,KUNINGAN,,2024
5,CIREBON,239,1422,3209,3008,jagung,3,1183,CIREBON,CIREBON,,2024
5,MAJALENGKA,13,7507,3210,3008,jagung,3,7494,MAJALENGKA,MAJALENGKA,,2024
5,SUMEDANG,376,38226,3211,3008,jagung,3,37850,SUMEDANG,SUMEDANG,,2024
5,KABUPATEN INDRAMAYU,59,75,3212,3008,jagung,3,16,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
5,SUBANG,36,374,3213,3008,jagung,3,338,SUBANG,SUBANG,,2024
5,KABUPATEN PURWAKARTA,22,26504,3214,3008,jagung,3,26482,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
5,KARAWANG,28,116,3215,3008,jagung,3,88,KARAWANG,KARAWANG,,2024
5,BEKASI,30,1566,3216,3008,jagung,3,1536,BEKASI,BEKASI,,2024
5,BANDUNG BARAT,128,-4309,3217,3008,jagung,3,-4437,BANDUNG BARAT,BANDUNG BARAT,,2024
5,PANGANDARAN,27,323,3218,3008,jagung,3,296,PANGANDARAN,PANGANDARAN,,2024
5,KOTA BOGOR,10,56,3271,3008,jagung,3,46,KOTA BOGOR,KOTA BOGOR,,2024
5,KOTA SUKABUMI,384,630,3272,3008,jagung,3,246,KOTA SUKABUMI,KOTA SUKABUMI,,2024
5,KOTA BANDUNG,24,860,3273,3008,jagung,3,836,KOTA BANDUNG,KOTA BANDUNG,,2024
5,KOTA CIREBON,3,35,3274,3008,jagung,3,32,KOTA CIREBON,KOTA CIREBON,,2024
5,KOTA BEKASI,25,103,3275,3008,jagung,3,78,KOTA BEKASI,KOTA BEKASI,,2024
5,KOTA DEPOK,20,-19,3276,3008,jagung,3,-40,KOTA DEPOK,KOTA DEPOK,,2024
5,KOTA CIMAHI,6,24,3277,3008,jagung,3,18,KOTA CIMAHI,KOTA CIMAHI,,2024
5,KOTA TASIKMALAYA,7,16,3278,3008,jagung,3,9,KOTA TASIKMALAYA,KOTA TASIKMALAYA,,2024
5,KOTA BANJAR,2,16,3279,3008,jagung,3,14,KOTA BANJAR,KOTA BANJAR,,2024
5,BOGOR,1108,1003,3201,3001,bawang_merah,3,-104,BOGOR,BOGOR,,2024
5,SUKABUMI,2532,3429,3202,3001,bawang_merah,3,897,SUKABUMI,SUKABUMI,,2024
5,CIANJUR,522,-668,3203,3001,bawang_merah,3,-1191,CIANJUR,CIANJUR,,2024
5,BANDUNG,11595,279992,3204,3001,bawang_merah,3,268397,BANDUNG,BANDUNG,,2024
5,GARUT,497,11549,3205,3001,bawang_merah,3,11053,GARUT,GARUT,,2024
5,TASIKMALAYA,378,-904,3206,3001,bawang_merah,3,-1282,TASIKMALAYA,TASIKMALAYA,,2024
5,CIAMIS,244,-439,3207,3001,bawang_merah,3,-683,CIAMIS,CIAMIS,,2024
5,KUNINGAN,239,1119,3208,3001,bawang_merah,3,879,KUNINGAN,KUNINGAN,,2024
5,CIREBON,894,5667,3209,3001,bawang_merah,3,4773,CIREBON,CIREBON,,2024
5,MAJALENGKA,247,36956,3210,3001,bawang_merah,3,36709,MAJALENGKA,MAJALENGKA,,2024
5,SUMEDANG,241,246,3211,3001,bawang_merah,3,5,SUMEDANG,SUMEDANG,,2024
5,KABUPATEN INDRAMAYU,375,395,3212,3001,bawang_merah,3,20,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
5,SUBANG,330,413,3213,3001,bawang_merah,3,83,SUBANG,SUBANG,,2024
5,KABUPATEN PURWAKARTA,2185,-13996,3214,3001,bawang_merah,3,-16181,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
5,KARAWANG,505,838,3215,3001,bawang_merah,3,333,KARAWANG,KARAWANG,,2024
5,BEKASI,659,8353,3216,3001,bawang_merah,3,7694,BEKASI,BEKASI,,2024
5,BANDUNG BARAT,413,27,3217,3001,bawang_merah,3,-386,BANDUNG BARAT,BANDUNG BARAT,,2024
5,PANGANDARAN,86,435,3218,3001,bawang_merah,3,349,PANGANDARAN,PANGANDARAN,,2024
5,KOTA BOGOR,212,288,3271,3001,bawang_merah,3,76,KOTA BOGOR,KOTA BOGOR,,2024
5,KOTA SUKABUMI,71,75,3272,3001,bawang_merah,3,4,KOTA SUKABUMI,KOTA SUKABUMI,,2024
5,KOTA BANDUNG,492,530,3273,3001,bawang_merah,3,38,KOTA BANDUNG,KOTA BANDUNG,,2024
5,KOTA CIREBON,63,433,3274,3001,bawang_merah,3,370,KOTA CIREBON,KOTA CIREBON,,2024
5,KOTA BEKASI,943,775,3275,3001,bawang_merah,3,-168,KOTA BEKASI,KOTA BEKASI,,2024
5,KOTA DEPOK,395,4162,3276,3001,bawang_merah,3,3767,KOTA DEPOK,KOTA DEPOK,,2024
5,KOTA CIMAHI,129,-38,3277,3001,bawang_merah,3,-167,KOTA CIMAHI,KOTA CIMAHI,,2024
5,KOTA TASIKMALAYA,147,193,3278,3001,bawang_merah,3,47,KOTA TASIKMALAYA,KOTA TASIKMALAYA,,2024
5,KOTA BANJAR,38,1,3279,3001,bawang_merah,3,-37,KOTA BANJAR,KOTA BANJAR,,2024
5,BOGOR,818,735,3201,3011,bawang_putih,3,-83,BOGOR,BOGOR,,2024
5,SUKABUMI,407,568,3202,3011,bawang_putih,3,161,SUKABUMI,SUKABUMI,,2024
5,CIANJUR,610,-813,3203,3011,bawang_putih,3,-1423,CIANJUR,CIANJUR,,2024
5,BANDUNG,777,66444,3204,3011,bawang_putih,3,65667,BANDUNG,BANDUNG,,2024
5,GARUT,342,-1207,3205,3011,bawang_putih,3,-1549,GARUT,GARUT,,2024
5,TASIKMALAYA,268,-761,3206,3011,bawang_putih,3,-1029,TASIKMALAYA,TASIKMALAYA,,2024
5,CIAMIS,180,-427,3207,3011,bawang_putih,3,-606,CIAMIS,CIAMIS,,2024
5,KUNINGAN,167,299,3208,3011,bawang_putih,3,132,KUNINGAN,KUNINGAN,,2024
5,CIREBON,347,465,3209,3011,bawang_putih,3,118,CIREBON,CIREBON,,2024
5,MAJALENGKA,170,1088,3210,3011,bawang_putih,3,918,MAJALENGKA,MAJALENGKA,,2024
5,SUMEDANG,174,230,3211,3011,bawang_putih,3,57,SUMEDANG,SUMEDANG,,2024
5,KABUPATEN INDRAMAYU,282,392,3212,3011,bawang_putih,3,110,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
5,SUBANG,243,300,3213,3011,bawang_putih,3,57,SUBANG,SUBANG,,2024
5,KABUPATEN PURWAKARTA,149,16869,3214,3011,bawang_putih,3,16720,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
5,KARAWANG,357,552,3215,3011,bawang_putih,3,195,KARAWANG,KARAWANG,,2024
5,BEKASI,488,1308,3216,3011,bawang_putih,3,819,BEKASI,BEKASI,,2024
5,BANDUNG BARAT,272,-584,3217,3011,bawang_putih,3,-857,BANDUNG BARAT,BANDUNG BARAT,,2024
5,PANGANDARAN,61,616,3218,3011,bawang_putih,3,555,PANGANDARAN,PANGANDARAN,,2024
5,KOTA BOGOR,138,210,3271,3011,bawang_putih,3,72,KOTA BOGOR,KOTA BOGOR,,2024
5,KOTA SUKABUMI,54,107,3272,3011,bawang_putih,3,53,KOTA SUKABUMI,KOTA SUKABUMI,,2024
5,KOTA BANDUNG,369,564,3273,3011,bawang_putih,3,194,KOTA BANDUNG,KOTA BANDUNG,,2024
5,KOTA CIREBON,43,217,3274,3011,bawang_putih,3,174,KOTA CIREBON,KOTA CIREBON,,2024
5,KOTA BEKASI,333,410,3275,3011,bawang_putih,3,76,KOTA BEKASI,KOTA BEKASI,,2024
5,KOTA DEPOK,273,6369,3276,3011,bawang_putih,3,6097,KOTA DEPOK,KOTA DEPOK,,2024
5,KOTA CIMAHI,88,92,3277,3011,bawang_putih,3,3,KOTA CIMAHI,KOTA CIMAHI,,2024
5,KOTA TASIKMALAYA,109,151,3278,3011,bawang_putih,3,42,KOTA TASIKMALAYA,KOTA TASIKMALAYA,,2024
5,KOTA BANJAR,26,2,3279,3011,bawang_putih,3,-25,KOTA BANJAR,KOTA BANJAR,,2024
5,BOGOR,1577,2068,3201,3002,cabai_besar,3,491,BOGOR,BOGOR,,2024
5,SUKABUMI,652,2051,3202,3002,cabai_besar,3,1400,SUKABUMI,SUKABUMI,,2024
5,CIANJUR,485,12773,3203,3002,cabai_besar,3,12288,CIANJUR,CIANJUR,,2024
5,BANDUNG,1917,46916,3204,3002,cabai_besar,3,44999,BANDUNG,BANDUNG,,2024
5,GARUT,481,11223,3205,3002,cabai_besar,3,10742,GARUT,GARUT,,2024
5,TASIKMALAYA,479,653,3206,3002,cabai_besar,3,175,TASIKMALAYA,TASIKMALAYA,,2024
5,CIAMIS,273,17,3207,3002,cabai_besar,3,-255,CIAMIS,CIAMIS,,2024
5,KUNINGAN,248,188,3208,3002,cabai_besar,3,-60,KUNINGAN,KUNINGAN,,2024
5,CIREBON,651,1431,3209,3002,cabai_besar,3,780,CIREBON,CIREBON,,2024
5,MAJALENGKA,239,2607,3210,3002,cabai_besar,3,2368,MAJALENGKA,MAJALENGKA,,2024
5,SUMEDANG,235,470,3211,3002,cabai_besar,3,235,SUMEDANG,SUMEDANG,,2024
5,KABUPATEN INDRAMAYU,539,670,3212,3002,cabai_besar,3,131,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
5,SUBANG,412,391,3213,3002,cabai_besar,3,-21,SUBANG,SUBANG,,2024
5,KABUPATEN PURWAKARTA,268,4006,3214,3002,cabai_besar,3,3738,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
5,KARAWANG,769,1108,3215,3002,cabai_besar,3,339,KARAWANG,KARAWANG,,2024
5,BEKASI,965,1452,3216,3002,cabai_besar,3,486,BEKASI,BEKASI,,2024
5,BANDUNG BARAT,481,6336,3217,3002,cabai_besar,3,5854,BANDUNG BARAT,BANDUNG BARAT,,2024
5,PANGANDARAN,94,303,3218,3002,cabai_besar,3,209,PANGANDARAN,PANGANDARAN,,2024
5,KOTA BOGOR,304,414,3271,3002,cabai_besar,3,110,KOTA BOGOR,KOTA BOGOR,,2024
5,KOTA SUKABUMI,82,56,3272,3002,cabai_besar,3,-26,KOTA SUKABUMI,KOTA SUKABUMI,,2024
5,KOTA BANDUNG,575,488,3273,3002,cabai_besar,3,-87,KOTA BANDUNG,KOTA BANDUNG,,2024
5,KOTA CIREBON,61,511,3274,3002,cabai_besar,3,450,KOTA CIREBON,KOTA CIREBON,,2024
5,KOTA BEKASI,468,2892,3275,3002,cabai_besar,3,2424,KOTA BEKASI,KOTA BEKASI,,2024
5,KOTA DEPOK,383,452,3276,3002,cabai_besar,3,69,KOTA DEPOK,KOTA DEPOK,,2024
5,KOTA CIMAHI,115,82,3277,3002,cabai_besar,3,-33,KOTA CIMAHI,KOTA CIMAHI,,2024
5,KOTA TASIKMALAYA,193,196,3278,3002,cabai_besar,3,4,KOTA TASIKMALAYA,KOTA TASIKMALAYA,,2024
5,KOTA BANJAR,48,51,3279,3002,cabai_besar,3,3,KOTA BANJAR,KOTA BANJAR,,2024
5,BOGOR,1607,1815,3201,3003,cabai_rawit,3,208,BOGOR,BOGOR,,2024
5,SUKABUMI,868,1142,3202,3003,cabai_rawit,3,274,SUKABUMI,SUKABUMI,,2024
5,CIANJUR,658,8129,3203,3003,cabai_rawit,3,7471,CIANJUR,CIANJUR,,2024
5,BANDUNG,1922,46912,3204,3003,cabai_rawit,3,44989,BANDUNG,BANDUNG,,2024
5,GARUT,484,7720,3205,3003,cabai_rawit,3,7236,GARUT,GARUT,,2024
5,TASIKMALAYA,522,108,3206,3003,cabai_rawit,3,-414,TASIKMALAYA,TASIKMALAYA,,2024
5,CIAMIS,300,-48,3207,3003,cabai_rawit,3,-347,CIAMIS,CIAMIS,,2024
5,KUNINGAN,271,286,3208,3003,cabai_rawit,3,15,KUNINGAN,KUNINGAN,,2024
5,CIREBON,634,792,3209,3003,cabai_rawit,3,158,CIREBON,CIREBON,,2024
5,MAJALENGKA,241,2748,3210,3003,cabai_rawit,3,2507,MAJALENGKA,MAJALENGKA,,2024
5,SUMEDANG,303,960,3211,3003,cabai_rawit,3,657,SUMEDANG,SUMEDANG,,2024
5,KABUPATEN INDRAMAYU,611,749,3212,3003,cabai_rawit,3,138,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
5,SUBANG,450,423,3213,3003,cabai_rawit,3,-27,SUBANG,SUBANG,,2024
5,KABUPATEN PURWAKARTA,296,2,3214,3003,cabai_rawit,3,-294,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
5,KARAWANG,898,1297,3215,3003,cabai_rawit,3,398,KARAWANG,KARAWANG,,2024
5,BEKASI,901,1248,3216,3003,cabai_rawit,3,347,BEKASI,BEKASI,,2024
5,BANDUNG BARAT,532,1638,3217,3003,cabai_rawit,3,1107,BANDUNG BARAT,BANDUNG BARAT,,2024
5,PANGANDARAN,122,233,3218,3003,cabai_rawit,3,111,PANGANDARAN,PANGANDARAN,,2024
5,KOTA BOGOR,305,305,3271,3003,cabai_rawit,3,0,KOTA BOGOR,KOTA BOGOR,,2024
5,KOTA SUKABUMI,86,50,3272,3003,cabai_rawit,3,-36,KOTA SUKABUMI,KOTA SUKABUMI,,2024
5,KOTA BANDUNG,579,458,3273,3003,cabai_rawit,3,-121,KOTA BANDUNG,KOTA BANDUNG,,2024
5,KOTA CIREBON,61,336,3274,3003,cabai_rawit,3,274,KOTA CIREBON,KOTA CIREBON,,2024
5,KOTA BEKASI,471,349,3275,3003,cabai_rawit,3,-123,KOTA BEKASI,KOTA BEKASI,,2024
5,KOTA DEPOK,386,461,3276,3003,cabai_rawit,3,75,KOTA DEPOK,KOTA DEPOK,,2024
5,KOTA CIMAHI,116,73,3277,3003,cabai_rawit,3,-43,KOTA CIMAHI,KOTA CIMAHI,,2024
5,KOTA TASIKMALAYA,213,217,3278,3003,cabai_rawit,3,4,KOTA TASIKMALAYA,KOTA TASIKMALAYA,,2024
5,KOTA BANJAR,37,39,3279,3003,cabai_rawit,3,1,KOTA BANJAR,KOTA BANJAR,,2024
5,BOGOR,1661,1593,3201,3007,daging_sapi,3,-68,BOGOR,BOGOR,,2024
5,SUKABUMI,140,905,3202,3007,daging_sapi,3,766,SUKABUMI,SUKABUMI,,2024
5,CIANJUR,191,-155,3203,3007,daging_sapi,3,-346,CIANJUR,CIANJUR,,2024
5,BANDUNG,185,33863,3204,3007,daging_sapi,3,33678,BANDUNG,BANDUNG,,2024
5,GARUT,134,1604,3205,3007,daging_sapi,3,1470,GARUT,GARUT,,2024
5,TASIKMALAYA,682,10832,3206,3007,daging_sapi,3,10150,TASIKMALAYA,TASIKMALAYA,,2024
5,CIAMIS,372,-390,3207,3007,daging_sapi,3,-762,CIAMIS,CIAMIS,,2024
5,KUNINGAN,60,2254,3208,3007,daging_sapi,3,2194,KUNINGAN,KUNINGAN,,2024
5,CIREBON,698,3528,3209,3007,daging_sapi,3,2830,CIREBON,CIREBON,,2024
5,MAJALENGKA,67,634,3210,3007,daging_sapi,3,567,MAJALENGKA,MAJALENGKA,,2024
5,SUMEDANG,347,190,3211,3007,daging_sapi,3,-157,SUMEDANG,SUMEDANG,,2024
5,KABUPATEN INDRAMAYU,560,843,3212,3007,daging_sapi,3,283,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
5,SUBANG,2104,2576,3213,3007,daging_sapi,3,471,SUBANG,SUBANG,,2024
5,KABUPATEN PURWAKARTA,52,970,3214,3007,daging_sapi,3,918,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
5,KARAWANG,126,555,3215,3007,daging_sapi,3,428,KARAWANG,KARAWANG,,2024
5,BEKASI,957,10483,3216,3007,daging_sapi,3,9526,BEKASI,BEKASI,,2024
5,BANDUNG BARAT,467,1232,3217,3007,daging_sapi,3,765,BANDUNG BARAT,BANDUNG BARAT,,2024
5,PANGANDARAN,127,234,3218,3007,daging_sapi,3,107,PANGANDARAN,PANGANDARAN,,2024
5,KOTA BOGOR,210,539,3271,3007,daging_sapi,3,329,KOTA BOGOR,KOTA BOGOR,,2024
5,KOTA SUKABUMI,155,714,3272,3007,daging_sapi,3,559,KOTA SUKABUMI,KOTA SUKABUMI,,2024
5,KOTA BANDUNG,739,255,3273,3007,daging_sapi,3,-484,KOTA BANDUNG,KOTA BANDUNG,,2024
5,KOTA CIREBON,17,300,3274,3007,daging_sapi,3,283,KOTA CIREBON,KOTA CIREBON,,2024
5,KOTA BEKASI,131,-73226,3275,3007,daging_sapi,3,-73356,KOTA BEKASI,KOTA BEKASI,,2024
5,KOTA DEPOK,107,23125,3276,3007,daging_sapi,3,23018,KOTA DEPOK,KOTA DEPOK,,2024
5,KOTA CIMAHI,31,140,3277,3007,daging_sapi,3,108,KOTA CIMAHI,KOTA CIMAHI,,2024
5,KOTA TASIKMALAYA,219,1394,3278,3007,daging_sapi,3,1175,KOTA TASIKMALAYA,KOTA TASIKMALAYA,,2024
5,KOTA BANJAR,10,40,3279,3007,daging_sapi,3,30,KOTA BANJAR,KOTA BANJAR,,2024
5,BOGOR,8423,6418,3201,3009,daging_ayam,3,-2005,BOGOR,BOGOR,,2024
5,SUKABUMI,2226,22193,3202,3009,daging_ayam,3,19968,SUKABUMI,SUKABUMI,,2024
5,CIANJUR,2274,15764,3203,3009,daging_ayam,3,13490,CIANJUR,CIANJUR,,2024
5,BANDUNG,2942,55966,3204,3009,daging_ayam,3,53023,BANDUNG,BANDUNG,,2024
5,GARUT,2130,6062,3205,3009,daging_ayam,3,3932,GARUT,GARUT,,2024
5,TASIKMALAYA,2995,3224,3206,3009,daging_ayam,3,229,TASIKMALAYA,TASIKMALAYA,,2024
5,CIAMIS,1342,18929,3207,3009,daging_ayam,3,17587,CIAMIS,CIAMIS,,2024
5,KUNINGAN,1800,8603,3208,3009,daging_ayam,3,6803,KUNINGAN,KUNINGAN,,2024
5,CIREBON,3540,6123,3209,3009,daging_ayam,3,2583,CIREBON,CIREBON,,2024
5,MAJALENGKA,1060,1935,3210,3009,daging_ayam,3,875,MAJALENGKA,MAJALENGKA,,2024
5,SUMEDANG,1760,2182,3211,3009,daging_ayam,3,422,SUMEDANG,SUMEDANG,,2024
5,KABUPATEN INDRAMAYU,2837,5759,3212,3009,daging_ayam,3,2922,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
5,SUBANG,2123,9151,3213,3009,daging_ayam,3,7028,SUBANG,SUBANG,,2024
5,KABUPATEN PURWAKARTA,7222,5678,3214,3009,daging_ayam,3,-1544,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
5,KARAWANG,2003,30755,3215,3009,daging_ayam,3,28752,KARAWANG,KARAWANG,,2024
5,BEKASI,4853,5760,3216,3009,daging_ayam,3,907,BEKASI,BEKASI,,2024
5,BANDUNG BARAT,2779,-902,3217,3009,daging_ayam,3,-3681,BANDUNG BARAT,BANDUNG BARAT,,2024
5,PANGANDARAN,643,262,3218,3009,daging_ayam,3,-382,PANGANDARAN,PANGANDARAN,,2024
5,KOTA BOGOR,1347,3450,3271,3009,daging_ayam,3,2104,KOTA BOGOR,KOTA BOGOR,,2024
5,KOTA SUKABUMI,542,982,3272,3009,daging_ayam,3,440,KOTA SUKABUMI,KOTA SUKABUMI,,2024
5,KOTA BANDUNG,3747,-1571,3273,3009,daging_ayam,3,-5319,KOTA BANDUNG,KOTA BANDUNG,,2024
5,KOTA CIREBON,270,482,3274,3009,daging_ayam,3,211,KOTA CIREBON,KOTA CIREBON,,2024
5,KOTA BEKASI,2073,-29339,3275,3009,daging_ayam,3,-31412,KOTA BEKASI,KOTA BEKASI,,2024
5,KOTA DEPOK,1696,36711,3276,3009,daging_ayam,3,35014,KOTA DEPOK,KOTA DEPOK,,2024
5,KOTA CIMAHI,479,-121,3277,3009,daging_ayam,3,-600,KOTA CIMAHI,KOTA CIMAHI,,2024
5,KOTA TASIKMALAYA,1113,1553,3278,3009,daging_ayam,3,440,KOTA TASIKMALAYA,KOTA TASIKMALAYA,,2024
5,KOTA BANJAR,164,2,3279,3009,daging_ayam,3,-162,KOTA BANJAR,KOTA BANJAR,,2024
5,BOGOR,6460,5596,3201,3006,telur_ayam,3,-865,BOGOR,BOGOR,,2024
5,SUKABUMI,1952,18029,3202,3006,telur_ayam,3,16077,SUKABUMI,SUKABUMI,,2024
5,CIANJUR,1777,18377,3203,3006,telur_ayam,3,16601,CIANJUR,CIANJUR,,2024
5,BANDUNG,2481,55146,3204,3006,telur_ayam,3,52665,BANDUNG,BANDUNG,,2024
5,GARUT,1796,6596,3205,3006,telur_ayam,3,4800,GARUT,GARUT,,2024
5,TASIKMALAYA,2624,344413,3206,3006,telur_ayam,3,341789,TASIKMALAYA,TASIKMALAYA,,2024
5,CIAMIS,1439,1270,3207,3006,telur_ayam,3,-170,CIAMIS,CIAMIS,,2024
5,KUNINGAN,1381,3007,3208,3006,telur_ayam,3,1626,KUNINGAN,KUNINGAN,,2024
5,CIREBON,2715,4332,3209,3006,telur_ayam,3,1617,CIREBON,CIREBON,,2024
5,MAJALENGKA,894,2016,3210,3006,telur_ayam,3,1121,MAJALENGKA,MAJALENGKA,,2024
5,SUMEDANG,1350,1681,3211,3006,telur_ayam,3,331,SUMEDANG,SUMEDANG,,2024
5,KABUPATEN INDRAMAYU,2176,2785,3212,3006,telur_ayam,3,609,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
5,SUBANG,1842,2126,3213,3006,telur_ayam,3,284,SUBANG,SUBANG,,2024
5,KABUPATEN PURWAKARTA,694,41068,3214,3006,telur_ayam,3,40373,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
5,KARAWANG,1689,1913,3215,3006,telur_ayam,3,224,KARAWANG,KARAWANG,,2024
5,BEKASI,3722,13967,3216,3006,telur_ayam,3,10244,BEKASI,BEKASI,,2024
