bulan,kabupaten/kota,kebutuhan,ketersediaan,kode_kabupaten_atau_kota,kode_komoditas,komoditas,minggu,neraca,Nama Kabupaten Kota,nama_kabupaten_kota,bulan/month,tahun
6,BOGOR,59242,61717,3201,3010,beras,3,2474,BOGOR,BOGOR,,2024
6,SUKABUMI,29573,106214,3202,3010,beras,3,76641,SUKABUMI,SUKABUMI,,2024
6,CIANJUR,17449,556501,3203,3010,beras,3,539052,CIANJUR,CIANJUR,,2024
6,BANDUNG,39129,16026,3204,3010,beras,3,-23103,BANDUNG,BANDUNG,,2024
6,GARUT,18202,176638,3205,3010,beras,3,158435,GARUT,GARUT,,2024
6,TASIKMALAYA,12869,22725,3206,3010,beras,3,9856,TASIKMALAYA,TASIKMALAYA,,2024
6,CIAMIS,13169,45293,3207,3010,beras,3,32124,CIAMIS,CIAMIS,,2024
6,KUNINGAN,12656,49039,3208,3010,beras,3,36383,KUNINGAN,KUNINGAN,,2024
6,CIREBON,24896,191075,3209,3010,beras,3,166178,CIREBON,CIREBON,,2024
6,MAJALENGKA,9061,157697,3210,3010,beras,3,148635,MAJALENGKA,MAJALENGKA,,2024
6,SUMEDANG,12377,104677,3211,3010,beras,3,92301,SUMEDANG,SUMEDANG,,2024
6,KABUPATEN INDRAMAYU,19955,368617,3212,3010,beras,3,348662,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
6,SUBANG,17253,124880,3213,3010,beras,3,107627,SUBANG,SUBANG,,2024
6,KABUPATEN PURWAKARTA,10907,416438,3214,3010,beras,3,405531,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
6,KARAWANG,26631,271392,3215,3010,beras,3,244761,KARAWANG,KARAWANG,,2024
6,BEKASI,35241,90000,3216,3010,beras,3,54759,BEKASI,BEKASI,,2024
6,BANDUNG BARAT,19566,14875,3217,3010,beras,3,-4691,BANDUNG BARAT,BANDUNG BARAT,,2024
6,PANGANDARAN,4526,55136,3218,3010,beras,3,50610,PANGANDARAN,PANGANDARAN,,2024
6,KOTA BOGOR,11243,27467,3271,3010,beras,3,16224,KOTA BOGOR,KOTA BOGOR,,2024
6,KOTA SUKABUMI,3813,9037,3272,3010,beras,3,5224,KOTA SUKABUMI,KOTA SUKABUMI,,2024
6,KOTA BANDUNG,26358,74709,3273,3010,beras,3,48351,KOTA BANDUNG,KOTA BANDUNG,,2024
6,KOTA CIREBON,2310,102010,3274,3010,beras,3,99700,KOTA CIREBON,KOTA CIREBON,,2024
6,KOTA BEKASI,17714,97248,3275,3010,beras,3,79534,KOTA BEKASI,KOTA BEKASI,,2024
6,KOTA DEPOK,14495,30031,3276,3010,beras,3,15535,KOTA DEPOK,KOTA DEPOK,,2024
6,KOTA CIMAHI,4186,29850,3277,3010,beras,3,25664,KOTA CIMAHI,KOTA CIMAHI,,2024
6,KOTA TASIKMALAYA,7827,13947,3278,3010,beras,3,6120,KOTA TASIKMALAYA,KOTA TASIKMALAYA,,2024
6,KOTA BANJAR,1406,12693,3279,3010,beras,3,11287,KOTA BANJAR,KOTA BANJAR,,2024
6,BOGOR,121,91,3201,3008,jagung,3,-30,BOGOR,BOGOR,,2024
6,SUKABUMI,1221,37964,3202,3008,jagung,3,36742,SUKABUMI,SUKABUMI,,2024
6,CIANJUR,28,34185,3203,3008,jagung,3,34157,CIANJUR,CIANJUR,,2024
6,BANDUNG,136,377,3204,3008,jagung,3,241,BANDUNG,BANDUNG,,2024
6,GARUT,24,226031,3205,3008,jagung,3,226006,GARUT,GARUT,,2024
6,TASIKMALAYA,17,1118,3206,3008,jagung,3,1101,TASIKMALAYA,TASIKMALAYA,,2024
6,CIAMIS,11,7942,3207,3008,jagung,3,7930,CIAMIS,CIAMIS,,2024
6,KUNINGAN,64,4185,3208,3008,jagung,3,4121,KUNINGAN,KUNINGAN,,2024
6,CIREBON,43,1241,3209,3008,jagung,3,1198,CIREBON,CIREBON,,2024
6,MAJALENGKA,12,21413,3210,3008,jagung,3,21401,MAJALENGKA,MAJALENGKA,,2024
6,SUMEDANG,765,41118,3211,3008,jagung,3,40352,SUMEDANG,SUMEDANG,,2024
6,KABUPATEN INDRAMAYU,58,71,3212,3008,jagung,3,13,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
6,SUBANG,36,383,3213,3008,jagung,3,348,SUBANG,SUBANG,,2024
6,KABUPATEN PURWAKARTA,17137,122270,3214,3008,jagung,3,105133,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
6,KARAWANG,27,133,3215,3008,jagung,3,105,KARAWANG,KARAWANG,,2024
6,BEKASI,30,1566,3216,3008,jagung,3,1536,BEKASI,BEKASI,,2024
6,BANDUNG BARAT,231,12489,3217,3008,jagung,3,12258,BANDUNG BARAT,BANDUNG BARAT,,2024
6,PANGANDARAN,7,317,3218,3008,jagung,3,310,PANGANDARAN,PANGANDARAN,,2024
6,KOTA BOGOR,10,60,3271,3008,jagung,3,50,KOTA BOGOR,KOTA BOGOR,,2024
6,KOTA SUKABUMI,383,676,3272,3008,jagung,3,293,KOTA SUKABUMI,KOTA SUKABUMI,,2024
6,KOTA BANDUNG,23,994,3273,3008,jagung,3,971,KOTA BANDUNG,KOTA BANDUNG,,2024
6,KOTA CIREBON,3,147,3274,3008,jagung,3,144,KOTA CIREBON,KOTA CIREBON,,2024
6,KOTA BEKASI,24,286,3275,3008,jagung,3,262,KOTA BEKASI,KOTA BEKASI,,2024
6,KOTA DEPOK,19,99,3276,3008,jagung,3,79,KOTA DEPOK,KOTA DEPOK,,2024
6,KOTA CIMAHI,6,24,3277,3008,jagung,3,18,KOTA CIMAHI,KOTA CIMAHI,,2024
6,KOTA TASIKMALAYA,7,16,3278,3008,jagung,3,9,KOTA TASIKMALAYA,KOTA TASIKMALAYA,,2024
6,KOTA BANJAR,2,6,3279,3008,jagung,3,4,KOTA BANJAR,KOTA BANJAR,,2024
6,BOGOR,1089,963,3201,3001,bawang_merah,3,-125,BOGOR,BOGOR,,2024
6,SUKABUMI,2686,3455,3202,3001,bawang_merah,3,769,SUKABUMI,SUKABUMI,,2024
6,CIANJUR,500,756,3203,3001,bawang_merah,3,255,CIANJUR,CIANJUR,,2024
6,BANDUNG,11024,129008,3204,3001,bawang_merah,3,117984,BANDUNG,BANDUNG,,2024
6,GARUT,488,12195,3205,3001,bawang_merah,3,11707,GARUT,GARUT,,2024
6,TASIKMALAYA,345,713,3206,3001,bawang_merah,3,368,TASIKMALAYA,TASIKMALAYA,,2024
6,CIAMIS,240,489,3207,3001,bawang_merah,3,249,CIAMIS,CIAMIS,,2024
6,KUNINGAN,235,1014,3208,3001,bawang_merah,3,779,KUNINGAN,KUNINGAN,,2024
6,CIREBON,1019,5837,3209,3001,bawang_merah,3,4817,CIREBON,CIREBON,,2024
6,MAJALENGKA,243,31481,3210,3001,bawang_merah,3,31238,MAJALENGKA,MAJALENGKA,,2024
6,SUMEDANG,232,235,3211,3001,bawang_merah,3,3,SUMEDANG,SUMEDANG,,2024
6,KABUPATEN INDRAMAYU,369,405,3212,3001,bawang_merah,3,36,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
6,SUBANG,321,420,3213,3001,bawang_merah,3,99,SUBANG,SUBANG,,2024
6,KABUPATEN PURWAKARTA,189,354,3214,3001,bawang_merah,3,165,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
6,KARAWANG,497,877,3215,3001,bawang_merah,3,380,KARAWANG,KARAWANG,,2024
6,BEKASI,659,8353,3216,3001,bawang_merah,3,7694,BEKASI,BEKASI,,2024
6,BANDUNG BARAT,398,15,3217,3001,bawang_merah,3,-383,BANDUNG BARAT,BANDUNG BARAT,,2024
6,PANGANDARAN,274,469,3218,3001,bawang_merah,3,195,PANGANDARAN,PANGANDARAN,,2024
6,KOTA BOGOR,209,436,3271,3001,bawang_merah,3,228,KOTA BOGOR,KOTA BOGOR,,2024
6,KOTA SUKABUMI,69,63,3272,3001,bawang_merah,3,-6,KOTA SUKABUMI,KOTA SUKABUMI,,2024
6,KOTA BANDUNG,484,503,3273,3001,bawang_merah,3,19,KOTA BANDUNG,KOTA BANDUNG,,2024
6,KOTA CIREBON,62,544,3274,3001,bawang_merah,3,483,KOTA CIREBON,KOTA CIREBON,,2024
6,KOTA BEKASI,475,240,3275,3001,bawang_merah,3,-235,KOTA BEKASI,KOTA BEKASI,,2024
6,KOTA DEPOK,389,4262,3276,3001,bawang_merah,3,3874,KOTA DEPOK,KOTA DEPOK,,2024
6,KOTA CIMAHI,119,34,3277,3001,bawang_merah,3,-85,KOTA CIMAHI,KOTA CIMAHI,,2024
6,KOTA TASIKMALAYA,144,184,3278,3001,bawang_merah,3,40,KOTA TASIKMALAYA,KOTA TASIKMALAYA,,2024
6,KOTA BANJAR,38,2,3279,3001,bawang_merah,3,-36,KOTA BANJAR,KOTA BANJAR,,2024
6,BOGOR,798,687,3201,3011,bawang_putih,3,-111,BOGOR,BOGOR,,2024
6,SUKABUMI,397,606,3202,3011,bawang_putih,3,209,SUKABUMI,SUKABUMI,,2024
6,CIANJUR,361,1333,3203,3011,bawang_putih,3,972,CIANJUR,CIANJUR,,2024
6,BANDUNG,581,4419,3204,3011,bawang_putih,3,3838,BANDUNG,BANDUNG,,2024
6,GARUT,334,1471,3205,3011,bawang_putih,3,1138,GARUT,GARUT,,2024
6,TASIKMALAYA,236,752,3206,3011,bawang_putih,3,516,TASIKMALAYA,TASIKMALAYA,,2024
6,CIAMIS,176,504,3207,3011,bawang_putih,3,329,CIAMIS,CIAMIS,,2024
6,KUNINGAN,163,284,3208,3011,bawang_putih,3,121,KUNINGAN,KUNINGAN,,2024
6,CIREBON,338,727,3209,3011,bawang_putih,3,389,CIREBON,CIREBON,,2024
6,MAJALENGKA,166,1612,3210,3011,bawang_putih,3,1445,MAJALENGKA,MAJALENGKA,,2024
6,SUMEDANG,170,235,3211,3011,bawang_putih,3,65,SUMEDANG,SUMEDANG,,2024
6,KABUPATEN INDRAMAYU,275,394,3212,3011,bawang_putih,3,119,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
6,SUBANG,237,311,3213,3011,bawang_putih,3,74,SUBANG,SUBANG,,2024
6,KABUPATEN PURWAKARTA,129,190,3214,3011,bawang_putih,3,61,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
6,KARAWANG,348,585,3215,3011,bawang_putih,3,237,KARAWANG,KARAWANG,,2024
6,BEKASI,488,1308,3216,3011,bawang_putih,3,819,BEKASI,BEKASI,,2024
6,BANDUNG BARAT,266,244,3217,3011,bawang_putih,3,-21,BANDUNG BARAT,BANDUNG BARAT,,2024
6,PANGANDARAN,60,711,3218,3011,bawang_putih,3,651,PANGANDARAN,PANGANDARAN,,2024
6,KOTA BOGOR,134,335,3271,3011,bawang_putih,3,201,KOTA BOGOR,KOTA BOGOR,,2024
6,KOTA SUKABUMI,52,111,3272,3011,bawang_putih,3,59,KOTA SUKABUMI,KOTA SUKABUMI,,2024
6,KOTA BANDUNG,360,553,3273,3011,bawang_putih,3,193,KOTA BANDUNG,KOTA BANDUNG,,2024
6,KOTA CIREBON,42,272,3274,3011,bawang_putih,3,230,KOTA CIREBON,KOTA CIREBON,,2024
6,KOTA BEKASI,325,763,3275,3011,bawang_putih,3,438,KOTA BEKASI,KOTA BEKASI,,2024
6,KOTA DEPOK,266,6453,3276,3011,bawang_putih,3,6187,KOTA DEPOK,KOTA DEPOK,,2024
6,KOTA CIMAHI,84,87,3277,3011,bawang_putih,3,3,KOTA CIMAHI,KOTA CIMAHI,,2024
6,KOTA TASIKMALAYA,106,144,3278,3011,bawang_putih,3,37,KOTA TASIKMALAYA,KOTA TASIKMALAYA,,2024
6,KOTA BANJAR,26,1,3279,3011,bawang_putih,3,-24,KOTA BANJAR,KOTA BANJAR,,2024
6,BOGOR,1558,1989,3201,3002,cabai_besar,3,431,BOGOR,BOGOR,,2024
6,SUKABUMI,644,2028,3202,3002,cabai_besar,3,1384,SUKABUMI,SUKABUMI,,2024
6,CIANJUR,479,4335,3203,3002,cabai_besar,3,3856,CIANJUR,CIANJUR,,2024
6,BANDUNG,755,31539,3204,3002,cabai_besar,3,30784,BANDUNG,BANDUNG,,2024
6,GARUT,475,15162,3205,3002,cabai_besar,3,14687,GARUT,GARUT,,2024
6,TASIKMALAYA,336,739,3206,3002,cabai_besar,3,403,TASIKMALAYA,TASIKMALAYA,,2024
6,CIAMIS,270,34,3207,3002,cabai_besar,3,-236,CIAMIS,CIAMIS,,2024
6,KUNINGAN,245,230,3208,3002,cabai_besar,3,-15,KUNINGAN,KUNINGAN,,2024
6,CIREBON,644,1184,3209,3002,cabai_besar,3,541,CIREBON,CIREBON,,2024
6,MAJALENGKA,236,734,3210,3002,cabai_besar,3,498,MAJALENGKA,MAJALENGKA,,2024
6,SUMEDANG,233,388,3211,3002,cabai_besar,3,155,SUMEDANG,SUMEDANG,,2024
6,KABUPATEN INDRAMAYU,533,671,3212,3002,cabai_besar,3,139,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
6,SUBANG,407,388,3213,3002,cabai_besar,3,-19,SUBANG,SUBANG,,2024
6,KABUPATEN PURWAKARTA,184,305,3214,3002,cabai_besar,3,121,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
6,KARAWANG,759,1107,3215,3002,cabai_besar,3,348,KARAWANG,KARAWANG,,2024
6,BEKASI,965,1452,3216,3002,cabai_besar,3,486,BEKASI,BEKASI,,2024
6,BANDUNG BARAT,476,6381,3217,3002,cabai_besar,3,5905,BANDUNG BARAT,BANDUNG BARAT,,2024
6,PANGANDARAN,93,290,3218,3002,cabai_besar,3,198,PANGANDARAN,PANGANDARAN,,2024
6,KOTA BOGOR,300,389,3271,3002,cabai_besar,3,89,KOTA BOGOR,KOTA BOGOR,,2024
6,KOTA SUKABUMI,81,54,3272,3002,cabai_besar,3,-27,KOTA SUKABUMI,KOTA SUKABUMI,,2024
6,KOTA BANDUNG,568,485,3273,3002,cabai_besar,3,-83,KOTA BANDUNG,KOTA BANDUNG,,2024
6,KOTA CIREBON,60,517,3274,3002,cabai_besar,3,456,KOTA CIREBON,KOTA CIREBON,,2024
6,KOTA BEKASI,587,3073,3275,3002,cabai_besar,3,2486,KOTA BEKASI,KOTA BEKASI,,2024
6,KOTA DEPOK,378,183,3276,3002,cabai_besar,3,-195,KOTA DEPOK,KOTA DEPOK,,2024
6,KOTA CIMAHI,114,74,3277,3002,cabai_besar,3,-39,KOTA CIMAHI,KOTA CIMAHI,,2024
6,KOTA TASIKMALAYA,190,197,3278,3002,cabai_besar,3,7,KOTA TASIKMALAYA,KOTA TASIKMALAYA,,2024
6,KOTA BANJAR,37,1,3279,3002,cabai_besar,3,-36,KOTA BANJAR,KOTA BANJAR,,2024
6,BOGOR,1578,1783,3201,3003,cabai_rawit,3,204,BOGOR,BOGOR,,2024
6,SUKABUMI,853,1129,3202,3003,cabai_rawit,3,276,SUKABUMI,SUKABUMI,,2024
6,CIANJUR,647,2676,3203,3003,cabai_rawit,3,2029,CIANJUR,CIANJUR,,2024
6,BANDUNG,1573,24790,3204,3003,cabai_rawit,3,23216,BANDUNG,BANDUNG,,2024
6,GARUT,476,6674,3205,3003,cabai_rawit,3,6198,GARUT,GARUT,,2024
6,TASIKMALAYA,336,42,3206,3003,cabai_rawit,3,-294,TASIKMALAYA,TASIKMALAYA,,2024
6,CIAMIS,294,1,3207,3003,cabai_rawit,3,-293,CIAMIS,CIAMIS,,2024
6,KUNINGAN,266,304,3208,3003,cabai_rawit,3,37,KUNINGAN,KUNINGAN,,2024
6,CIREBON,622,770,3209,3003,cabai_rawit,3,148,CIREBON,CIREBON,,2024
6,MAJALENGKA,237,1167,3210,3003,cabai_rawit,3,930,MAJALENGKA,MAJALENGKA,,2024
6,SUMEDANG,298,534,3211,3003,cabai_rawit,3,237,SUMEDANG,SUMEDANG,,2024
6,KABUPATEN INDRAMAYU,600,690,3212,3003,cabai_rawit,3,90,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
6,SUBANG,442,418,3213,3003,cabai_rawit,3,-23,SUBANG,SUBANG,,2024
6,KABUPATEN PURWAKARTA,184,334,3214,3003,cabai_rawit,3,150,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
6,KARAWANG,882,1275,3215,3003,cabai_rawit,3,393,KARAWANG,KARAWANG,,2024
6,BEKASI,901,1248,3216,3003,cabai_rawit,3,347,BEKASI,BEKASI,,2024
6,BANDUNG BARAT,522,1680,3217,3003,cabai_rawit,3,1158,BANDUNG BARAT,BANDUNG BARAT,,2024
6,PANGANDARAN,120,215,3218,3003,cabai_rawit,3,95,PANGANDARAN,PANGANDARAN,,2024
6,KOTA BOGOR,300,311,3271,3003,cabai_rawit,3,12,KOTA BOGOR,KOTA BOGOR,,2024
6,KOTA SUKABUMI,85,48,3272,3003,cabai_rawit,3,-36,KOTA SUKABUMI,KOTA SUKABUMI,,2024
6,KOTA BANDUNG,569,459,3273,3003,cabai_rawit,3,-110,KOTA BANDUNG,KOTA BANDUNG,,2024
6,KOTA CIREBON,60,336,3274,3003,cabai_rawit,3,276,KOTA CIREBON,KOTA CIREBON,,2024
6,KOTA BEKASI,463,443,3275,3003,cabai_rawit,3,-19,KOTA BEKASI,KOTA BEKASI,,2024
6,KOTA DEPOK,379,319,3276,3003,cabai_rawit,3,-60,KOTA DEPOK,KOTA DEPOK,,2024
6,KOTA CIMAHI,114,71,3277,3003,cabai_rawit,3,-43,KOTA CIMAHI,KOTA CIMAHI,,2024
6,KOTA TASIKMALAYA,209,217,3278,3003,cabai_rawit,3,8,KOTA TASIKMALAYA,KOTA TASIKMALAYA,,2024
6,KOTA BANJAR,37,0,3279,3003,cabai_rawit,3,-37,KOTA BANJAR,KOTA BANJAR,,2024
6,BOGOR,1641,2278,3201,3007,daging_sapi,3,637,BOGOR,BOGOR,,2024
6,SUKABUMI,138,1129,3202,3007,daging_sapi,3,991,SUKABUMI,SUKABUMI,,2024
6,CIANJUR,189,145,3203,3007,daging_sapi,3,-44,CIANJUR,CIANJUR,,2024
6,BANDUNG,183,24465,3204,3007,daging_sapi,3,24282,BANDUNG,BANDUNG,,2024
6,GARUT,133,3570,3205,3007,daging_sapi,3,3437,GARUT,GARUT,,2024
6,TASIKMALAYA,94,10871,3206,3007,daging_sapi,3,10777,TASIKMALAYA,TASIKMALAYA,,2024
6,CIAMIS,367,1507,3207,3007,daging_sapi,3,1140,CIAMIS,CIAMIS,,2024
6,KUNINGAN,59,2486,3208,3007,daging_sapi,3,2427,KUNINGAN,KUNINGAN,,2024
6,CIREBON,690,3408,3209,3007,daging_sapi,3,2718,CIREBON,CIREBON,,2024
6,MAJALENGKA,66,1216,3210,3007,daging_sapi,3,1150,MAJALENGKA,MAJALENGKA,,2024
6,SUMEDANG,343,139,3211,3007,daging_sapi,3,-204,SUMEDANG,SUMEDANG,,2024
6,KABUPATEN INDRAMAYU,553,805,3212,3007,daging_sapi,3,252,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
6,SUBANG,902,1792,3213,3007,daging_sapi,3,890,SUBANG,SUBANG,,2024
6,KABUPATEN PURWAKARTA,51,1528,3214,3007,daging_sapi,3,1477,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
6,KARAWANG,125,643,3215,3007,daging_sapi,3,518,KARAWANG,KARAWANG,,2024
6,BEKASI,957,10483,3216,3007,daging_sapi,3,9526,BEKASI,BEKASI,,2024
6,BANDUNG BARAT,461,563,3217,3007,daging_sapi,3,101,BANDUNG BARAT,BANDUNG BARAT,,2024
6,PANGANDARAN,125,709,3218,3007,daging_sapi,3,583,PANGANDARAN,PANGANDARAN,,2024
6,KOTA BOGOR,207,1714,3271,3007,daging_sapi,3,1507,KOTA BOGOR,KOTA BOGOR,,2024
6,KOTA SUKABUMI,153,804,3272,3007,daging_sapi,3,651,KOTA SUKABUMI,KOTA SUKABUMI,,2024
6,KOTA BANDUNG,730,1484,3273,3007,daging_sapi,3,754,KOTA BANDUNG,KOTA BANDUNG,,2024
6,KOTA CIREBON,17,645,3274,3007,daging_sapi,3,629,KOTA CIREBON,KOTA CIREBON,,2024
6,KOTA BEKASI,129,30010,3275,3007,daging_sapi,3,29881,KOTA BEKASI,KOTA BEKASI,,2024
6,KOTA DEPOK,106,21234,3276,3007,daging_sapi,3,21128,KOTA DEPOK,KOTA DEPOK,,2024
6,KOTA CIMAHI,32,244,3277,3007,daging_sapi,3,212,KOTA CIMAHI,KOTA CIMAHI,,2024
6,KOTA TASIKMALAYA,217,1456,3278,3007,daging_sapi,3,1239,KOTA TASIKMALAYA,KOTA TASIKMALAYA,,2024
6,KOTA BANJAR,10,22,3279,3007,daging_sapi,3,12,KOTA BANJAR,KOTA BANJAR,,2024
6,BOGOR,8203,5633,3201,3009,daging_ayam,3,-2569,BOGOR,BOGOR,,2024
6,SUKABUMI,2168,27603,3202,3009,daging_ayam,3,25435,SUKABUMI,SUKABUMI,,2024
6,CIANJUR,2215,19767,3203,3009,daging_ayam,3,17552,CIANJUR,CIANJUR,,2024
6,BANDUNG,2866,172,3204,3009,daging_ayam,3,-2694,BANDUNG,BANDUNG,,2024
6,GARUT,2074,6509,3205,3009,daging_ayam,3,4435,GARUT,GARUT,,2024
6,TASIKMALAYA,1467,3223,3206,3009,daging_ayam,3,1757,TASIKMALAYA,TASIKMALAYA,,2024
6,CIAMIS,1306,21777,3207,3009,daging_ayam,3,20471,CIAMIS,CIAMIS,,2024
6,KUNINGAN,1753,9465,3208,3009,daging_ayam,3,7712,KUNINGAN,KUNINGAN,,2024
6,CIREBON,3447,6314,3209,3009,daging_ayam,3,2867,CIREBON,CIREBON,,2024
6,MAJALENGKA,1033,2805,3210,3009,daging_ayam,3,1772,MAJALENGKA,MAJALENGKA,,2024
6,SUMEDANG,1714,2149,3211,3009,daging_ayam,3,436,SUMEDANG,SUMEDANG,,2024
6,KABUPATEN INDRAMAYU,2763,6331,3212,3009,daging_ayam,3,3568,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
6,SUBANG,2089,11055,3213,3009,daging_ayam,3,8965,SUBANG,SUBANG,,2024
6,KABUPATEN PURWAKARTA,802,8555,3214,3009,daging_ayam,3,7753,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
6,KARAWANG,1950,36504,3215,3009,daging_ayam,3,34554,KARAWANG,KARAWANG,,2024
6,BEKASI,4853,5760,3216,3009,daging_ayam,3,907,BEKASI,BEKASI,,2024
6,BANDUNG BARAT,2707,1779,3217,3009,daging_ayam,3,-927,BANDUNG BARAT,BANDUNG BARAT,,2024
6,PANGANDARAN,627,185,3218,3009,daging_ayam,3,-442,PANGANDARAN,PANGANDARAN,,2024
6,KOTA BOGOR,1311,2799,3271,3009,daging_ayam,3,1488,KOTA BOGOR,KOTA BOGOR,,2024
6,KOTA SUKABUMI,528,1060,3272,3009,daging_ayam,3,532,KOTA SUKABUMI,KOTA SUKABUMI,,2024
6,KOTA BANDUNG,3650,10170,3273,3009,daging_ayam,3,6520,KOTA BANDUNG,KOTA BANDUNG,,2024
6,KOTA CIREBON,263,112,3274,3009,daging_ayam,3,-151,KOTA CIREBON,KOTA CIREBON,,2024
6,KOTA BEKASI,2019,34369,3275,3009,daging_ayam,3,32350,KOTA BEKASI,KOTA BEKASI,,2024
6,KOTA DEPOK,1652,59700,3276,3009,daging_ayam,3,58048,KOTA DEPOK,KOTA DEPOK,,2024
6,KOTA CIMAHI,495,33,3277,3009,daging_ayam,3,-462,KOTA CIMAHI,KOTA CIMAHI,,2024
6,KOTA TASIKMALAYA,1084,1618,3278,3009,daging_ayam,3,535,KOTA TASIKMALAYA,KOTA TASIKMALAYA,,2024
6,KOTA BANJAR,160,2,3279,3009,daging_ayam,3,-158,KOTA BANJAR,KOTA BANJAR,,2024
6,BOGOR,6265,6732,3201,3006,telur_ayam,3,468,BOGOR,BOGOR,,2024
6,SUKABUMI,1893,22472,3202,3006,telur_ayam,3,20579,SUKABUMI,SUKABUMI,,2024
6,CIANJUR,1723,22758,3203,3006,telur_ayam,3,21035,CIANJUR,CIANJUR,,2024
6,BANDUNG,2406,2757,3204,3006,telur_ayam,3,351,BANDUNG,BANDUNG,,2024
6,GARUT,1742,7868,3205,3006,telur_ayam,3,6126,GARUT,GARUT,,2024
6,TASIKMALAYA,1231,346,3206,3006,telur_ayam,3,-886,TASIKMALAYA,TASIKMALAYA,,2024
6,CIAMIS,1396,2083,3207,3006,telur_ayam,3,687,CIAMIS,CIAMIS,,2024
6,KUNINGAN,1338,3242,3208,3006,telur_ayam,3,1904,KUNINGAN,KUNINGAN,,2024
6,CIREBON,2633,4792,3209,3006,telur_ayam,3,2159,CIREBON,CIREBON,,2024
6,MAJALENGKA,867,2439,3210,3006,telur_ayam,3,1572,MAJALENGKA,MAJALENGKA,,2024
6,SUMEDANG,1309,1693,3211,3006,telur_ayam,3,384,SUMEDANG,SUMEDANG,,2024
6,KABUPATEN INDRAMAYU,2110,2863,3212,3006,telur_ayam,3,753,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU,,2024
6,SUBANG,1786,2111,3213,3006,telur_ayam,3,325,SUBANG,SUBANG,,2024
6,KABUPATEN PURWAKARTA,673,7581,3214,3006,telur_ayam,3,6908,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,,2024
6,KARAWANG,1638,1993,3215,3006,telur_ayam,3,355,KARAWANG,KARAWANG,,2024
6,BEKASI,3722,13967,3216,3006,telur_ayam,3,10244,BEKASI,BEKASI,,2024
6,BANDUNG BARAT,1208,2227,3217,3006,telur_ayam,3,1019,BANDUNG BARAT,BANDUNG BARAT,,2024
6,PANGANDARAN,479,1817,3218,3006,telur_ayam,3,1338,PANGANDARAN,PANGANDARAN,,2024
6,KOTA BOGOR,1189,2155,3271,3006,telur_ayam,3,967,KOTA BOGOR,KOTA BOGOR,,2024
6,KOTA SUKABUMI,234,682,3272,3006,telur_ayam,3,447,KOTA SUKABUMI,KOTA SUKABUMI,,2024
6,KOTA BANDUNG,2787,24088,3273,3006,telur_ayam,3,21301,KOTA BANDUNG,KOTA BANDUNG,,2024
6,KOTA CIREBON,221,366,3274,3006,telur_ayam,3,145,KOTA CIREBON,KOTA CIREBON,,2024
6,KOTA BEKASI,1953,13671,3275,3006,telur_ayam,3,11718,KOTA BEKASI,KOTA BEKASI,,2024
6,KOTA DEPOK,1387,22495,3276,3006,telur_ayam,3,21108,KOTA DEPOK,KOTA DEPOK,,2024
6,KOTA CIMAHI,415,237,3277,3006,telur_ayam,3,-178,KOTA CIMAHI,KOTA CIMAHI,,2024
6,KOTA TASIKMALAYA,828,1399,3278,3006,telur_ayam,3,572,KOTA TASIKMALAYA,KOTA TASIKMALAYA,,2024
6,KOTA BANJAR,134,6,3279,3006,telur_ayam,3,-128,KOTA BANJAR,KOTA BANJAR,,2024
6,BOGOR,3444,4777,3201,3004,gula_pasir,3,1333,BOGOR,BOGOR,,2024
6,SUKABUMI,683,1436,3202,3004,gula_pasir,3,753,SUKABUMI,SUKABUMI,,2024
6,CIANJUR,593,2547,3203,3004,gula_pasir,3,1954,CIANJUR,CIANJUR,,2024
6,BANDUNG,861,200146,3204,3004,gula_pasir,3,199285,BANDUNG,BANDUNG,,2024
6,GARUT,623,4751,3205,3004,gula_pasir,3,4128,GARUT,GARUT,,2024
6,TASIKMALAYA,441,3031,3206,3004,gula_pasir,3,2590,TASIKMALAYA,TASIKMALAYA,,2024
6,CIAMIS,769,100,3207,3004,gula_pasir,3,-669,CIAMIS,CIAMIS,,2024
